ID,PA,PB,PC,PD,PE,PF,PG
PR53597,71.43487,49.628426,35.822018,26.693996,21.902496,-107.778694,-37.49945
PR53598,71.56544,49.712036,35.88025,26.742561,21.933838,-107.7367,-37.496857
PR53599,70.18561,48.79643,35.246155,26.26545,21.574656,-107.61896,-37.37124
PR53600,96.073235,65.522095,46.974976,35.86664,28.046373,-105.97209,-38.877426
PR53601,56.626698,39.831207,28.879288,22.039211,17.586971,-99.60465,-33.973663
PR53602,90.64503,62.1264,44.564186,33.510296,26.840391,-107.82477,-38.93146
PR53603,71.82461,49.92196,35.999985,26.740833,22.01281,-107.543625,-37.416725
PR53604,72.719475,50.52442,36.410213,26.958183,22.274067,-107.61427,-37.481598
PR53605,72.60733,50.458397,36.360344,26.923195,22.240913,-107.59219,-37.4619
PR53606,72.71905,50.517323,36.413303,26.978363,22.276752,-107.79618,-37.54621
PR53607,42.948868,31.052961,22.666197,16.821243,14.154605,-99.39756,-32.779823
PR53608,42.918148,31.025053,22.65552,16.826935,14.15175,-99.5959,-32.847855
PR53609,72.58102,50.43524,36.356037,26.875843,22.267494,-108.03491,-37.601612
PR53610,72.733986,50.565964,36.41595,26.91618,22.2731,-107.33093,-37.3655
PR53611,84.23086,57.928158,41.615005,31.361904,25.101753,-106.562,-38.085644
PR53612,42.971523,31.062689,22.67966,16.85659,14.159048,-99.547585,-32.835377
PR53613,43.016197,31.081957,22.699535,16.85978,14.181187,-99.638275,-32.873215
PR53614,72.594826,50.42826,36.358456,26.928696,22.255703,-107.955864,-37.593147
PR53615,72.4309,50.34756,36.281162,26.858349,22.195875,-107.6053,-37.450085
PR53616,72.675224,50.50251,36.395412,26.900314,22.284626,-107.83711,-37.540516
PR53617,84.519554,58.12173,41.75117,31.434982,25.192623,-106.75587,-38.161907
PR53618,72.5059,50.377777,36.30734,26.940266,22.190985,-107.36284,-37.3966
PR53619,85.96014,59.092567,42.41504,31.87215,25.58495,-106.897064,-38.28268
PR53620,42.81406,30.974844,22.612507,16.74115,14.140576,-99.68279,-32.850983
PR53621,43.064587,31.127195,22.7252,16.836773,14.206981,-99.71867,-32.888973
PR53622,43.03766,31.099176,22.708218,16.861969,14.184604,-99.566765,-32.849228
PR53623,42.84204,30.985762,22.620403,16.796375,14.125823,-99.48164,-32.798355
PR53624,42.9871,31.072073,22.687962,16.867458,14.163744,-99.6008,-32.854507
PR53625,86.19216,59.243534,42.517902,31.950115,25.641151,-106.783905,-38.263332
PR53626,86.34963,59.357876,42.59316,31.96679,25.695763,-106.87927,-38.2933
PR53627,72.67852,50.521164,36.393604,26.90588,22.266466,-107.52861,-37.431362
PR53628,72.696075,50.530125,36.402534,26.921852,22.270582,-107.58038,-37.451794
PR53629,43.12301,31.190348,22.745567,16.852566,14.1953745,-99.21273,-32.714066
PR53630,72.84746,50.629154,36.46709,26.95079,22.310663,-107.41873,-37.408737
PR53631,43.192947,31.221579,22.780163,16.891724,14.22252,-99.4518,-32.806717
PR53632,43.017105,31.122751,22.698198,16.806236,14.172256,-99.247635,-32.715626
PR53633,43.146637,31.205454,22.75592,16.854557,14.203373,-99.20636,-32.713352
PR53634,43.084854,31.171507,22.727404,16.825516,14.18534,-99.13823,-32.682053
PR53635,43.167908,31.227732,22.764048,16.85646,14.202469,-99.06511,-32.663486
PR53636,43.205666,31.249208,22.782925,16.881607,14.212849,-99.15355,-32.697723
PR53637,41.76765,30.318476,22.119198,16.346481,13.832156,-98.72908,-32.45068
PR53638,42.16967,30.56899,22.298243,16.479439,13.939325,-98.67765,-32.470757
PR53639,41.797195,30.353052,22.132935,16.312958,13.847226,-98.6528,-32.41365
PR53640,42.242462,30.624018,22.335258,16.495144,13.964176,-98.787704,-32.504864
PR53641,42.48716,30.767435,22.444115,16.537273,14.050415,-98.88872,-32.561893
PR53642,42.321136,30.636183,22.371426,16.463062,14.0346775,-99.25589,-32.68141
PR53643,42.116493,30.494589,22.284153,16.380104,14.002823,-99.60625,-32.782856
PR53644,42.97014,31.079119,22.683325,16.695446,14.217995,-99.78042,-32.882126
PR53645,43.076485,31.134638,22.735748,16.77404,14.246098,-100.03407,-32.9842
PR53646,42.947388,31.051115,22.676409,16.715042,14.216646,-100.020706,-32.968845
PR53647,102.21081,69.58931,49.80565,37.73614,29.765696,-107.32538,-39.68035
PR53648,123.37032,83.32608,59.454937,45.45096,35.181187,-108.26122,-41.579796
PR53649,82.091,56.496723,40.734745,30.192703,24.914536,-111.561325,-39.509064
PR53650,40.03385,28.959944,21.317413,16.119884,13.364885,-99.86255,-32.881794
PR53651,91.35081,62.477757,44.909595,34.020058,27.038244,-109.57704,-39.641685
PR53652,93.82751,63.924168,45.906654,35.43731,27.329788,-104.76781,-38.458565
PR53653,96.90072,65.76793,47.336605,36.781498,28.18391,-107.30434,-39.626198
PR53654,64.44128,44.545826,32.510464,25.587994,19.680832,-105.415985,-36.73333
PR53655,84.03837,57.34579,41.43963,32.63344,24.669167,-105.338806,-38.12818
PR53656,94.52437,64.44313,46.26307,35.57769,27.580793,-106.00021,-38.846622
PR53657,63.08495,44.091415,31.98479,24.02266,19.641937,-106.744125,-36.65454
PR53658,78.15279,53.85351,38.829166,29.556503,23.445274,-106.37053,-37.69356
PR53659,77.98621,53.748974,38.745903,29.520012,23.377,-105.97768,-37.555584
PR53660,64.326454,44.920437,32.553825,24.457638,19.956596,-106.727806,-36.725525
PR53661,42.164642,30.424349,22.321001,16.927746,13.903883,-100.53463,-33.203407
PR53662,44.704628,32.17544,23.491173,17.559185,14.623128,-100.57547,-33.309338
PR53663,44.857265,32.2728,23.558996,17.609402,14.662128,-100.528145,-33.30651
PR53664,44.85917,32.278393,23.55928,17.610554,14.658422,-100.46046,-33.282093
PR53665,45.197018,32.49506,23.719849,17.688202,14.776725,-100.844894,-33.427685
PR53666,44.830585,32.24105,23.54789,17.577892,14.675472,-100.73984,-33.37996
PR53667,44.719265,32.175755,23.498417,17.54308,14.642493,-100.71718,-33.359993
PR53668,80.57866,55.545906,39.945183,30.086472,24.144442,-106.24519,-37.72151
PR53669,80.47968,55.488194,39.900707,30.053402,24.114801,-106.2034,-37.69641
PR53670,80.69721,55.6271,40.004925,30.097324,24.195312,-106.501015,-37.805946
PR53671,80.71522,55.632854,40.015957,30.120663,24.202654,-106.65979,-37.863644
PR53672,68.485825,47.754513,34.48471,25.536556,21.166872,-107.696945,-37.214073
PR53673,68.28933,47.643116,34.39382,25.449783,21.109247,-107.4973,-37.12285
PR53674,70.41002,49.0385,35.358135,26.227467,21.63256,-107.28572,-37.203342
PR53675,70.150314,48.867752,35.240456,26.130428,21.569862,-107.33069,-37.199295
PR53676,70.17712,48.8741,35.255417,26.153946,21.583906,-107.53912,-37.276756
PR53677,70.32424,48.981236,35.320362,26.1949,21.614687,-107.35718,-37.220596
PR53678,71.583595,49.824574,35.90878,26.602848,21.966375,-107.85112,-37.450394
PR53679,85.257195,58.651657,42.10528,31.69947,25.382347,-107.08081,-38.285145
PR53680,90.950264,62.354065,44.74496,33.623466,26.976341,-109.37163,-39.426907
PR53681,103.42429,70.39567,50.390255,38.30746,30.072258,-108.39751,-40.112972
PR53682,115.74137,78.35843,55.97199,42.949997,33.121502,-107.52567,-40.805134
PR53683,91.11053,62.208134,44.782326,34.026993,26.982548,-109.755844,-39.768845
PR53684,103.42668,70.18313,50.36182,38.73055,29.995535,-108.60098,-40.367607
PR53685,80.84614,55.445644,40.050587,30.911316,24.080711,-107.19841,-38.305756
PR53686,95.87356,65.14219,46.883694,36.450245,27.905787,-107.486626,-39.581917
PR53687,97.09104,65.9202,47.44088,36.906044,28.224754,-107.72992,-39.761337
PR53688,63.25349,43.811752,31.971645,25.232372,19.327091,-105.03168,-36.50245
PR53689,81.622955,55.987938,40.394253,30.931965,24.33684,-106.751526,-38.17076
PR53690,87.1898,59.61425,42.996548,32.926064,25.887203,-109.71061,-39.52276
PR53691,75.27535,51.94442,37.612225,28.457542,22.93524,-110.86608,-38.93197
PR53692,94.96092,64.66827,46.474773,35.840534,27.71479,-106.992935,-39.246468
PR53693,82.1285,56.256294,40.53146,31.545357,24.162699,-102.70199,-37.00139
PR53694,97.32539,66.1104,47.534645,36.72057,28.340504,-107.15881,-39.544876
PR53695,76.688194,52.622448,38.09229,30.036213,22.731783,-104.64035,-37.323418
PR53696,91.05908,61.999165,44.623356,34.795662,26.52378,-104.47444,-38.27971
PR53697,111.88584,75.52852,54.16417,42.282623,31.971508,-107.34503,-40.754234
PR53698,82.989265,56.826942,41.051506,31.618862,24.709259,-108.51802,-38.88835
PR53699,76.31467,52.617535,37.978638,28.98967,22.939837,-106.024216,-37.48374
PR53700,76.61724,52.821453,38.123512,29.061897,23.040133,-106.31719,-37.591133
PR53701,43.099907,31.098959,22.756645,17.045223,14.202708,-100.62388,-33.234306
PR53702,45.06346,32.411663,23.657526,17.617931,14.746089,-100.77364,-33.39052
PR53703,67.09663,46.838478,33.832012,25.100628,20.75706,-106.839294,-36.852287
PR53704,44.88806,32.289227,23.57282,17.606579,14.677487,-100.572586,-33.324173
PR53705,44.747055,32.203617,23.50988,17.557434,14.6391,-100.565994,-33.307465
PR53706,44.764626,32.210476,23.517868,17.560646,14.647843,-100.613335,-33.326756
PR53707,44.71895,32.19274,23.504505,17.489258,14.663633,-100.8956,-33.3997
PR53708,68.90307,47.5349,34.6297,26.370338,21.250303,-109.53395,-38.238262
PR53709,69.034134,47.758095,34.61795,26.747597,20.927784,-104.6582,-36.629555
PR53710,74.708824,51.572113,37.343845,28.25063,22.774517,-110.44634,-38.75849
PR53711,90.468895,61.795162,44.510433,34.022324,26.765284,-110.29765,-39.912106
PR53712,80.51823,55.27122,39.913296,30.686092,24.03543,-107.49029,-38.337044
PR53713,91.90252,62.654617,45.044586,34.861946,26.830673,-105.3967,-38.53908
PR53714,76.67063,52.86365,38.14408,29.057976,23.050781,-106.113075,-37.522667
PR53715,62.998833,44.031727,31.946518,23.994656,19.62298,-106.81566,-36.67378
PR53716,41.46912,29.96668,22.003597,16.644264,13.74124,-100.59182,-33.17045
PR53717,41.44907,29.958246,21.995651,16.648083,13.73094,-100.58488,-33.16456
PR53718,41.97471,30.32224,22.234875,16.77565,13.87439,-100.45358,-33.14054
PR53719,42.31189,30.565325,22.391033,16.84451,13.970149,-100.412704,-33.13102
PR53720,42.8816,30.938967,22.650465,17.007458,14.130227,-100.444244,-33.17729
PR53721,67.25042,46.92812,33.900806,25.150902,20.803009,-106.89295,-36.887608
PR53722,44.865448,32.26698,23.565874,17.615139,14.676534,-100.76908,-33.39193
PR53723,80.54423,55.528477,39.929924,30.083801,24.129309,-106.20324,-37.70303
PR53724,67.1816,46.884075,33.879963,25.105824,20.812635,-107.37085,-37.032307
PR53725,44.817314,32.263573,23.554636,17.486328,14.709254,-101.11484,-33.46845
PR53726,67.12422,46.852722,33.85174,25.067028,20.797123,-107.2455,-36.982216
PR53727,80.65737,55.60504,39.98687,30.082466,24.182913,-106.46825,-37.789806
PR53728,44.93067,32.32669,23.605724,17.520885,14.746794,-101.20265,-33.511684
PR53729,68.22267,47.587368,34.35763,25.454739,21.078178,-107.32176,-37.073383
PR53730,68.48292,47.754784,34.480648,25.514885,21.167587,-107.583694,-37.17431
PR53731,81.9634,56.49008,40.591206,30.52023,24.52379,-106.60332,-37.90206
PR53732,68.63906,47.87101,34.54976,25.588985,21.18693,-107.33401,-37.097816
PR53733,82.28184,56.680447,40.736828,30.6591,24.608116,-106.76215,-37.990356
PR53734,82.08059,56.570213,40.643192,30.570961,24.545198,-106.49569,-37.874565
PR53735,48.066917,34.429794,25.051842,18.5802,15.56744,-101.50584,-33.790768
PR53736,47.81141,34.248394,24.930027,18.533428,15.48433,-101.35058,-33.737217
PR53737,47.735435,34.203503,24.896538,18.51479,15.460552,-101.34346,-33.726963
PR53738,84.927055,58.45565,41.9547,31.530293,25.304615,-106.9536,-38.202213
PR53739,84.94016,58.470844,41.960575,31.544994,25.299425,-106.87293,-38.173767
PR53740,85.12462,58.581623,42.04332,31.609846,25.350992,-106.90992,-38.205555
PR53741,71.78402,49.9509,35.998455,26.687706,22.012356,-107.80541,-37.45477
PR53742,77.72267,53.829647,38.73976,28.749939,23.619307,-109.42816,-38.395073
PR53743,116.70191,78.982285,56.407467,43.295242,33.364292,-107.46044,-40.856384
PR53744,127.17225,85.27786,61.04445,46.25335,36.456676,-107.829865,-42.035793
PR53745,115.87609,78.44904,56.02081,43.18594,33.081234,-107.12887,-41.109047
PR53746,133.48889,88.31419,63.73915,46.296684,39.319836,-113.135635,-44.73415
PR53747,117.64698,79.61365,56.81401,43.65186,33.5435,-106.24749,-40.530167
PR53748,103.30219,70.32321,50.325916,38.39922,29.966843,-107.76931,-39.911747
PR53749,105.172714,71.57414,51.171932,38.947716,30.46011,-107.37161,-39.88839
PR53750,102.647095,69.92059,50.016632,38.0555,29.805141,-107.20017,-39.655075
PR53751,131.03905,87.62272,62.817493,46.773125,37.923454,-111.17615,-43.42585
PR53752,120.64695,80.17502,57.73537,43.20678,35.00005,-102.13331,-40.26973
PR53753,116.6698,78.828575,56.236095,43.9482,32.889908,-101.00469,-38.95311
PR53754,120.07035,81.030716,57.7943,45.0177,33.84459,-101.757706,-39.438065
PR53755,77.22235,53.395405,38.352985,29.134357,23.0441,-102.77338,-36.367325
PR53756,71.509445,49.777077,35.871254,26.568077,21.943005,-107.68958,-37.392143
PR53757,85.11628,58.57514,42.03965,31.618067,25.345419,-106.91072,-38.206993
PR53758,71.94663,50.046703,36.069405,26.733673,22.059687,-107.78342,-37.465637
PR53759,71.552284,49.791832,35.892673,26.599213,21.960197,-107.87853,-37.46618
PR53760,71.32729,49.649574,35.794514,26.544239,21.897848,-107.99067,-37.484783
PR53761,85.15707,58.592976,42.06026,31.66613,25.352463,-107.0397,-38.26036
PR53762,72.6735,50.513496,36.410404,27.03479,22.252958,-108.233376,-37.670967
PR53763,87.615425,60.194637,43.202576,32.552895,26.021568,-108.035,-38.75859
PR53764,77.258064,53.509483,38.53098,28.551052,23.533823,-109.82291,-38.55686
PR53765,86.2539,59.184757,42.483685,32.597534,25.476776,-106.211395,-40.146416
PR53766,120.24053,80.92293,57.91219,44.141342,34.527218,-107.72534,-42.25292
PR53767,141.57237,87.56027,65.90611,37.65445,47.07857,-119.70895,-50.53762
PR53768,131.68504,85.38271,62.42832,43.530285,39.942158,-111.322296,-45.05077
PR53769,130.06902,85.74076,62.04616,45.40686,38.29016,-110.06122,-43.776634
PR53770,126.238686,84.883896,60.686947,47.339165,35.64648,-106.86934,-41.645943
PR53771,123.672066,83.45236,59.603,46.127357,35.10326,-108.65451,-41.830215
PR53772,59.54308,41.791676,30.387291,23.200558,18.617128,-107.303345,-37.138947
PR53773,133.69542,87.67134,63.622784,44.92619,40.061802,-113.27099,-45.199047
PR53774,124.56598,84.05131,60.013844,46.28814,35.390163,-108.87221,-41.938572
PR53775,127.09031,85.727684,61.187138,47.118496,36.08797,-109.71052,-42.361885
PR53776,127.12942,85.24249,61.02594,46.37378,36.399494,-107.76635,-42.03048
PR53777,126.33605,83.88252,60.40615,44.107372,37.04952,-107.13137,-42.17151
PR53778,118.07722,79.75737,56.876263,44.431946,33.248398,-100.88908,-39.009457
PR53779,120.20617,80.34964,57.646275,43.62665,34.5624,-101.83565,-39.874454
PR53780,91.46436,62.57581,44.81354,34.445816,26.622217,-102.38031,-37.376953
PR53781,83.13759,57.13368,40.955666,31.517658,24.359053,-99.56667,-35.886078
PR53782,81.29063,55.908478,40.116047,30.951572,23.866873,-99.709915,-35.820385
PR53783,101.89251,69.29355,49.502666,38.396362,29.143044,-100.24359,-37.535973
PR53784,103.986496,70.65858,50.47063,39.143085,29.706352,-100.87528,-37.89018
PR53785,98.3092,66.90912,47.86651,37.238506,28.202856,-100.35557,-37.355194
PR53786,90.69164,62.080383,44.460434,34.108753,26.44055,-102.32738,-37.292023
PR53787,63.636833,44.589237,32.19384,24.073326,19.668303,-103.7671,-35.6361
PR53788,108.66003,73.88386,52.740643,40.102474,31.326971,-106.29719,-39.766983
PR53789,117.10441,79.25659,56.598286,43.424294,33.479206,-107.69483,-40.95074
PR53790,98.74278,67.33291,48.121006,37.6614,28.332882,-103.09517,-40.043438
PR53791,117.03056,77.81633,56.219685,40.93215,34.80907,-110.95864,-44.43059
PR53792,99.75759,68.0726,48.796154,37.007435,29.22793,-111.04901,-40.643593
PR53793,132.01897,87.50942,63.09133,46.348907,38.655884,-111.851814,-44.16511
PR53794,107.713036,73.09596,52.2243,40.40374,30.788557,-103.36861,-38.94457
PR53795,96.19081,65.56709,46.87855,36.485977,27.589382,-98.9596,-36.728806
PR53796,102.237434,69.51267,49.65132,38.479477,29.234947,-99.98317,-37.47844
PR53797,95.021355,65.06621,46.565876,35.106167,27.90549,-107.33456,-39.03751
PR53798,91.83847,62.99266,45.096577,33.96431,27.054848,-106.458954,-38.524498
PR53799,58.4877,41.27177,29.804276,22.169838,18.265644,-101.51964,-34.510246
PR53800,56.89814,40.24629,29.076569,21.606033,17.843008,-101.24343,-34.298935
PR53801,70.80243,49.23441,35.37596,26.74461,21.322603,-100.32961,-35.093544
PR53802,128.0264,83.29349,60.885754,41.37246,39.44044,-116.18351,-47.164314
PR53803,98.10999,65.94159,47.597393,36.343056,28.890097,-105.002556,-42.522526
PR53804,136.21439,87.64683,64.43537,42.069256,42.70355,-120.2651,-49.12575
PR53805,140.94832,90.78133,66.60614,43.724247,43.88562,-119.824036,-48.64412
PR53806,146.01674,90.74065,68.09495,39.81523,48.112427,-123.45952,-51.913715
PR53807,92.62925,63.34795,45.49916,34.741997,27.277632,-109.66998,-40.212868
PR53808,88.185555,60.49988,43.44387,33.021805,26.073637,-107.5208,-38.707993
PR53809,119.063286,80.471085,57.460102,44.293533,33.898952,-106.74883,-40.852287
PR53810,132.30446,87.568245,63.18646,46.01042,38.920704,-112.12293,-44.319607
PR53811,132.79451,87.22788,63.244625,45.25005,39.542988,-112.45055,-44.832428
PR53812,128.44153,86.60008,61.782326,47.58574,36.40739,-108.93129,-42.216854
PR53813,98.63773,67.35508,48.250744,36.534092,28.894987,-109.47578,-40.044853
PR53814,97.70542,66.6181,47.717274,36.62707,28.371265,-105.39037,-38.805847
PR53815,101.98679,69.430244,49.70831,38.015057,29.585562,-107.18327,-39.661808
PR53816,102.25528,69.632355,49.82961,38.029675,29.66606,-106.98834,-39.5927
PR53817,115.57557,78.22773,55.83226,43.22242,32.843563,-104.498474,-39.875835
PR53818,88.97624,61.055897,43.831078,33.060364,26.395237,-108.63971,-39.0708
PR53819,70.82874,49.242092,35.389755,26.755436,21.338535,-100.497696,-35.155766
PR53820,92.80638,63.59712,45.538685,34.290764,27.330288,-106.79685,-38.719612
PR53821,72.35519,50.255035,36.091255,27.247026,21.750053,-100.676186,-35.306633
PR53822,56.886898,40.25294,29.067833,21.575203,17.834438,-100.98652,-34.203953
PR53823,43.489075,31.473848,22.881826,17.005325,14.193025,-97.42362,-32.14157
PR53824,43.778683,31.668844,23.015455,17.062279,14.284427,-97.50162,-32.178844
PR53825,43.75927,31.638762,23.003548,17.10482,14.266006,-97.46914,-32.183952
PR53826,43.820667,31.703733,23.03253,17.065487,14.290895,-97.355865,-32.12911
PR53827,42.26853,30.680277,22.314556,16.568844,13.858011,-96.903275,-31.885078
PR53828,55.011364,39.02406,28.196321,20.860497,17.34351,-100.34308,-33.861996
PR53829,42.93572,31.113878,22.617334,16.759552,14.046221,-96.932755,-31.939663
PR53830,55.209965,39.14021,28.287245,20.939625,17.400944,-100.480896,-33.930496
PR53831,55.142372,39.111008,28.253782,20.901016,17.374298,-100.24031,-33.83716
PR53832,55.32819,39.226887,28.33654,20.966888,17.422043,-100.20995,-33.844692
PR53833,55.484726,39.305607,28.413563,20.936855,17.522131,-100.79698,-34.051308
PR53834,55.27526,39.10375,28.325605,20.837486,17.535883,-101.77896,-34.39216
PR53835,59.09554,41.696262,30.091665,22.097267,18.535461,-102.09302,-34.690163
PR53836,107.22067,72.92184,52.090225,39.376766,31.066872,-107.02212,-39.889267
PR53837,91.11544,62.46155,44.773106,33.45985,27.017094,-107.60724,-38.855938
PR53838,76.63697,52.95113,38.192562,28.230587,23.407938,-108.92668,-38.26286
PR53839,70.74952,49.00327,35.367764,26.988274,21.36804,-102.56166,-35.963074
PR53840,71.527145,49.486168,35.7249,27.228348,21.603497,-102.973175,-36.16424
PR53841,98.97019,67.35267,48.265823,36.874508,28.783337,-105.321045,-38.91972
PR53842,120.91266,80.12467,57.81795,43.586014,35.034203,-102.21956,-40.49982
PR53843,123.09173,80.76416,58.636345,42.893204,36.362453,-104.02057,-41.639477
PR53844,126.06895,83.00881,60.11969,43.99641,37.145344,-106.639305,-42.482758
PR53845,120.42726,79.31353,57.468594,43.168,35.095318,-101.663994,-40.609985
PR53846,127.207695,82.9944,60.458954,43.284744,38.043114,-107.50925,-43.266193
PR53847,124.39031,80.83424,59.0526,42.45529,37.237495,-104.978424,-42.496887
PR53848,123.01225,80.03951,58.432,42.345722,36.678997,-103.787964,-41.980717
PR53849,123.68284,81.70983,59.079693,44.46395,35.93478,-104.48892,-41.568977
PR53850,118.2324,79.29072,56.833073,45.595043,33.020763,-99.889656,-39.204193
PR53851,128.05908,82.881775,60.69038,42.790028,38.726063,-108.113625,-43.911976
PR53852,119.119965,79.16166,57.062595,44.82781,33.816776,-100.44793,-39.83889
PR53853,130.02121,83.28104,61.38217,41.975838,40.029774,-109.701645,-45.032837
PR53854,121.254845,79.70874,57.841827,43.976055,35.196438,-102.21305,-40.99478
PR53855,111.95575,75.15352,53.9594,43.693256,31.283516,-99.2048,-38.59124
PR53856,111.95415,75.10886,53.94975,43.71949,31.285027,-99.196655,-38.621563
PR53857,111.72654,74.991974,53.854607,43.62492,31.226929,-99.28494,-38.60978
PR53858,121.559074,79.92022,57.999187,44.469482,35.150448,-102.40492,-41.10539
PR53859,113.82572,76.348114,54.807507,44.37699,31.765581,-99.26715,-38.766365
PR53860,98.83256,66.658195,48.005775,38.817165,28.00247,-99.862656,-37.78208
PR53861,101.01794,68.11615,49.009205,39.52253,28.58417,-100.00345,-37.956253
PR53862,85.882935,58.33629,42.14335,33.913857,24.783262,-100.59306,-36.95814
PR53863,67.80255,46.752865,34.04463,26.91362,20.487803,-105.25342,-36.927986
PR53864,82.21783,56.276276,40.66815,31.568306,24.395548,-107.27828,-38.491707
PR53865,70.99321,49.18171,35.59617,26.994331,21.670162,-107.61569,-37.569626
PR53866,73.51149,50.846905,36.751316,27.75605,22.368248,-107.93703,-37.826553
PR53867,77.03646,52.832634,38.1563,29.918606,22.748617,-100.98341,-36.17272
PR53868,74.73681,51.357468,37.100513,29.181774,22.095064,-100.268486,-35.76813
PR53869,44.905876,32.13839,23.558167,18.074696,14.5673895,-100.52536,-33.467697
PR53870,35.665844,26.122557,19.290106,14.813605,12.069459,-97.762474,-31.910473
PR53871,56.247772,39.581406,28.782776,21.75029,17.6952,-103.15799,-35.06538
PR53872,87.15276,59.74074,42.94089,32.645973,25.80812,-106.923164,-38.501484
PR53873,74.92504,51.827427,37.40111,27.97034,22.815432,-108.02001,-37.887524
PR53874,86.0996,59.09598,42.449833,32.103043,25.554321,-106.24085,-38.162132
PR53875,99.726295,67.92192,48.630314,37.09898,28.98146,-105.53264,-38.984707
PR53876,100.12967,68.18908,48.8199,37.20541,29.107672,-105.79971,-39.092773
PR53877,88.74613,60.890244,43.6695,32.85523,26.287941,-106.467514,-38.361263
PR53878,74.8656,51.9293,37.362656,27.68705,22.787077,-106.52042,-37.28234
PR53879,86.78712,59.6688,42.758583,32.062855,25.75032,-105.23422,-37.777515
PR53880,73.51395,51.0839,36.741177,27.155056,22.425379,-105.98262,-36.982574
PR53881,87.58956,60.183983,43.112423,32.3073,25.95559,-104.85909,-37.718212
PR53882,112.257515,75.276955,54.086586,43.796577,31.392271,-99.464516,-38.74684
PR53883,110.789116,74.30847,53.408806,43.372536,30.967735,-99.042244,-38.52236
PR53884,104.94616,70.482796,50.724087,41.479134,29.363356,-97.90081,-37.761646
PR53885,118.72048,78.37547,56.745464,44.38329,33.930058,-99.96313,-39.99417
PR53886,117.8687,78.49072,56.520283,45.101265,33.16981,-99.319115,-39.35485
PR53887,121.32252,81.01064,58.215305,46.124382,34.18615,-102.37106,-40.37204
PR53888,113.24579,75.94751,54.544495,44.207783,31.619535,-99.48052,-38.81131
PR53889,29.636475,21.93476,16.509346,13.343501,10.365955,-97.79222,-31.723822
PR53890,96.16985,65.310135,46.99712,36.676178,27.910995,-106.62996,-39.359646
PR53891,87.7259,60.103756,43.201725,32.76835,25.993752,-107.12601,-38.607616
PR53892,87.6577,60.093735,43.179127,32.71088,25.982119,-107.2098,-38.60212
PR53893,74.61208,51.677315,37.26336,27.81548,22.725096,-107.76901,-37.74294
PR53894,37.909485,27.665442,20.3186,15.296432,12.72701,-97.708954,-31.971144
PR53895,74.26151,51.565292,37.08858,27.471035,22.614605,-106.28051,-37.14091
PR53896,73.416405,51.00958,36.69725,27.109936,22.412561,-106.12033,-37.02585
PR53897,73.797356,51.234528,36.86823,27.240574,22.523102,-106.24187,-37.108257
PR53898,73.73873,51.22983,36.83907,27.218513,22.48146,-105.81537,-36.94455
PR53899,73.77558,51.2533,36.854862,27.222473,22.49299,-105.78925,-36.938446
PR53900,73.61056,51.16322,36.77936,27.159077,22.440123,-105.6122,-36.857323
PR53901,73.84962,51.317394,36.883488,27.212923,22.505812,-105.46241,-36.82526
PR53902,83.39875,57.087067,41.21281,31.830015,24.745796,-107.397514,-38.572224
PR53903,83.52078,57.17721,41.266937,31.85019,24.776361,-107.26395,-38.528973
PR53904,84.59792,58.002544,41.7716,32.042988,25.07114,-106.956116,-38.405376
PR53905,34.67591,25.456358,18.834599,14.530581,11.793717,-97.663246,-31.82778
PR53906,66.88412,46.42298,33.58623,25.793041,20.307053,-101.96538,-35.550396
PR53907,74.189445,51.345947,37.062214,27.845974,22.567066,-107.685585,-37.741688
PR53908,37.773415,27.54112,20.251293,15.366584,12.659562,-97.66044,-31.98189
PR53909,116.668304,78.90612,56.329247,43.270504,33.2785,-105.245255,-40.184948
PR53910,88.57639,60.766308,43.59768,32.79335,26.264227,-106.83576,-38.475338
PR53911,75.165306,52.092762,37.51867,27.834297,22.90621,-107.627495,-37.683052
PR53912,74.962944,51.96479,37.427166,27.776257,22.847445,-107.59923,-37.657845
PR53913,75.75259,52.492332,37.783077,27.985352,23.062492,-107.41193,-37.640053
PR53914,88.67683,60.865856,43.63489,32.811928,26.2578,-106.159615,-38.24182
PR53915,88.019905,60.44466,43.328022,32.592728,26.064447,-105.73452,-38.0549
PR53916,88.55471,60.77947,43.571827,32.696636,26.245085,-105.992645,-38.17765
PR53917,88.181656,60.555183,43.4052,32.564735,26.142597,-105.952515,-38.124508
PR53918,74.10255,51.47099,37.022278,27.361073,22.59994,-106.52686,-37.196217
PR53919,73.961525,51.373547,36.938965,27.2965,22.537144,-105.76337,-36.945187
PR53920,87.36058,60.058628,43.009827,32.243164,25.877249,-104.68045,-37.62951
PR53921,39.05379,28.559088,20.823338,15.389216,13.013573,-95.99545,-31.37576
PR53922,76.45892,53.021004,38.09206,28.051497,23.246428,-106.44964,-37.31981
PR53923,84.630684,58.292004,41.728844,31.133389,25.15159,-103.07851,-36.897808
PR53924,58.55526,41.32839,29.828476,21.990875,18.34156,-101.379,-34.442356
PR53925,59.1445,41.707294,30.09781,22.165455,18.511726,-101.52002,-34.530598
PR53926,71.16089,49.46521,35.530994,26.672316,21.479126,-100.26176,-35.081165
PR53927,48.063507,34.441273,24.979332,18.435825,15.479714,-98.460075,-32.79708
PR53928,58.22672,41.089848,29.670256,21.832474,18.27367,-101.28957,-34.403004
