Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDB52,OUT019,570.83936
DRG25,OUT027,4840.9453
FDZ13,OUT049,818.066
FDB57,OUT019,535.65985
FDR40,OUT046,1382.175
NCO14,OUT019,123.839455
NCN19,OUT045,3154.301
FDQ28,OUT019,384.59955
FDO13,OUT018,2440.593
FDK48,OUT013,1238.8418
FDU07,OUT018,2233.327
FDW20,OUT046,1996.0294
FDV12,OUT010,264.15594
FDH24,OUT013,2694.031
FDV59,OUT049,3529.738
FDK57,OUT045,1946.5238
FDL16,OUT027,1311.6664
NCQ17,OUT046,2548.87
FDJ15,OUT018,2800.4363
FDX24,OUT049,1494.6161
FDT47,OUT046,1597.1036
FDT10,OUT049,947.3005
FDZ37,OUT018,1192.7081
FDW43,OUT027,6050.8125
DRN36,OUT017,1569.0104
FDJ14,OUT045,1306.1455
FDA32,OUT013,3411.3735
FDJ38,OUT019,450.17114
FDQ57,OUT017,2446.9146
NCQ41,OUT019,480.26855
FDG56,OUT049,925.8179
DRC13,OUT027,3386.9316
FDV55,OUT035,2443.9573
FDQ49,OUT045,2557.5483
FDE29,OUT010,100.91863
FDR03,OUT013,3487.9321
FDD45,OUT049,1471.4695
FDN38,OUT010,600.527
FDT56,OUT046,916.8583
FDT48,OUT045,3342.3115
FDU03,OUT049,2932.885
FDC56,OUT010,245.95306
NCO43,OUT027,2621.2622
FDQ27,OUT017,1723.7959
FDR03,OUT046,3428.7847
DRH23,OUT010,82.78956
FDG22,OUT045,585.94543
NCJ42,OUT013,1564.3445
FDR24,OUT046,1474.3475
FDW60,OUT035,3035.715
FDJ08,OUT013,3310.0203
DRL59,OUT018,546.3488
FDG60,OUT010,528.4409
FDW27,OUT017,2622.1594
FDX14,OUT018,963.69885
FDC20,OUT013,878.3186
NCS29,OUT018,3524.8752
FDJ56,OUT046,1594.3628
FDB20,OUT019,142.43282
FDL28,OUT027,6084.981
FDW01,OUT018,2208.9949
FDL03,OUT046,3268.8184
FDX22,OUT049,3469.135
FDJ21,OUT035,2468.2488
FDR31,OUT045,2442.7612
FDG21,OUT035,2538.3662
FDS22,OUT027,1160.8414
FDK08,OUT035,1696.9769
FDE17,OUT018,2204.8574
NCN30,OUT017,1597.6367
FDT50,OUT046,1596.895
NCX42,OUT049,2702.2737
FDJ12,OUT035,3540.558
NCA18,OUT027,3118.2534
FDP23,OUT019,477.7621
FDX12,OUT013,4004.3323
FDN40,OUT018,2236.7417
FDV48,OUT035,1372.0577
NCY54,OUT013,2864.1755
FDL16,OUT010,73.503334
FDR45,OUT018,2882.22
FDJ52,OUT046,2673.4343
DRG01,OUT017,1263.5057
FDP52,OUT013,3949.0835
FDU58,OUT017,3148.7695
FDL02,OUT045,1677.392
FDG28,OUT013,4220.1294
FDA19,OUT035,2195.693
FDW46,OUT027,1763.8442
NCD43,OUT049,1678.7535
DRG39,OUT013,843.4485
NCF55,OUT049,553.61646
FDJ07,OUT046,1958.6913
FDE08,OUT046,2445.9578
FDP56,OUT019,96.82584
FDT45,OUT045,828.9415
FDF17,OUT018,2955.929
FDX44,OUT046,1442.5642
FDM28,OUT027,4828.384
FDI36,OUT049,3237.6453
FDS07,OUT045,1850.836
FDD36,OUT045,1911.9224
FDW11,OUT046,972.6807
FDN40,OUT049,2505.1194
NCQ18,OUT049,1528.0902
NCQ54,OUT017,2777.2976
NCS42,OUT045,1486.8063
DRH39,OUT010,120.111435
FDC09,OUT027,2842.2131
FDT08,OUT010,346.01105
FDC08,OUT035,3788.3447
FDT20,OUT017,617.67755
FDS35,OUT035,1095.6644
FDX58,OUT018,2738.5796
FDW58,OUT046,1710.631
DRD27,OUT046,1222.9365
FDH32,OUT019,200.5974
FDS26,OUT035,4394.3784
FDQ31,OUT046,1445.7998
FDP11,OUT018,3330.5278
FDD58,OUT017,1652.4406
FDM33,OUT045,3570.6426
FDZ16,OUT049,3161.12
NCS29,OUT010,653.2538
NCM18,OUT019,158.49315
FDP11,OUT049,3568.827
NCC42,OUT017,2348.7407
DRM23,OUT046,2330.7312
NCN55,OUT027,6297.948
FDK46,OUT013,4497.7163
FDR01,OUT046,3313.7676
NCA05,OUT045,2448.5403
NCP43,OUT017,2963.8303
FDR12,OUT010,432.5989
FDQ01,OUT013,4459.61
FDM13,OUT046,2159.6228
FDQ19,OUT017,4085.5596
FDK56,OUT019,418.07855
NCX06,OUT010,459.297
FDO56,OUT027,3188.6284
FDU45,OUT045,1846.7355
FDI16,OUT019,232.7072
FDL32,OUT046,1827.3157
FDA07,OUT046,2052.2173
FDA14,OUT045,2375.5598
FDV46,OUT027,3723.3586
NCO07,OUT035,3634.0437
NCP41,OUT046,1741.6998
FDY60,OUT018,2091.222
FDN38,OUT017,4222.8716
FDO15,OUT046,1234.904
FDT60,OUT013,1994.6287
FDA55,OUT035,3782.9744
FDE02,OUT010,174.03928
DRJ39,OUT049,3197.7783
FDV34,OUT035,1332.9086
FDS20,OUT027,4917.9634
FDF02,OUT027,2842.9673
FDW40,OUT017,2373.7493
NCB43,OUT046,3051.8618
FDR58,OUT017,1525.7413
DRJ59,OUT035,715.3312
NCD30,OUT017,1635.5277
FDE14,OUT017,1630.464
FDC28,OUT018,1489.5348
FDU16,OUT018,1088.4807
NCD19,OUT035,1009.5879
FDU21,OUT046,576.22455
FDV59,OUT027,5770.9814
FDU03,OUT045,2983.0676
FDC33,OUT010,476.23764
NCR42,OUT035,650.0763
DRH59,OUT035,1290.6411
NCM31,OUT035,2477.551
FDS50,OUT035,3741.0664
FDP39,OUT046,831.5156
FDQ55,OUT013,1839.9917
FDV36,OUT019,293.65067
FDI05,OUT027,2116.6638
FDS45,OUT027,2854.6892
FDA39,OUT045,614.3724
FDC37,OUT010,223.46791
FDJ60,OUT027,4454.72
DRQ35,OUT046,2014.1721
NCJ06,OUT046,1960.4857
NCY42,OUT018,2141.5198
DRM37,OUT049,3183.8826
FDR14,OUT045,764.86456
FDE51,OUT049,669.0079
FDT33,OUT017,2809.0564
FDR08,OUT013,1820.4061
FDE36,OUT010,399.54596
FDL22,OUT019,223.15959
FDR44,OUT013,2156.0222
FDI56,OUT019,182.48695
FDE47,OUT010,310.44534
FDV27,OUT010,260.73563
FDV10,OUT049,651.5165
FDC40,OUT045,1245.5433
NCX41,OUT013,3465.1433
NCQ38,OUT027,2767.7183
FDV12,OUT027,2674.6738
FDE52,OUT017,1478.567
FDG20,OUT027,4747.9165
FDV16,OUT027,935.9277
FDI32,OUT017,1828.3109
FDJ32,OUT049,948.0576
FDN39,OUT018,2512.4707
FDY34,OUT017,2825.3027
FDC14,OUT035,735.8918
FDA55,OUT017,3731.3118
FDZ50,OUT010,460.33963
DRG13,OUT049,2670.418
FDP01,OUT013,2540.4077
NCG54,OUT017,2867.6611
FDM13,OUT045,2155.144
NCO18,OUT027,4709.1177
NCW41,OUT013,2484.8386
FDM52,OUT027,3993.0322
NCF55,OUT035,662.4979
FDT09,OUT046,2187.0652
NCM19,OUT035,1903.9491
FDW12,OUT018,2162.6157
FDP15,OUT019,614.7214
FDK36,OUT045,778.48157
FDZ25,OUT035,2931.868
NCW06,OUT049,3155.7964
FDW60,OUT046,2994.9207
DRC49,OUT013,2561.4573
NCT17,OUT035,3227.9534
NCN06,OUT018,2430.2778
FDC45,OUT013,2917.0925
DRJ47,OUT019,371.8973
NCF06,OUT045,4299.933
FDE21,OUT010,243.85658
DRG27,OUT013,681.22363
FDW40,OUT049,2284.849
NCO53,OUT046,3003.2236
FDE23,OUT049,669.91125
FDQ16,OUT046,1759.544
FDS26,OUT045,4247.2046
FDZ13,OUT010,130.49329
FDS14,OUT049,2547.9282
FDC10,OUT045,1943.5161
FDY16,OUT049,3011.6084
FDJ20,OUT035,2113.948
FDV43,OUT035,737.7969
FDZ32,OUT027,2795.975
FDR23,OUT046,2858.9407
FDN24,OUT035,894.48505
FDE34,OUT027,4934.6655
FDU31,OUT013,3644.926
FDW33,OUT018,1474.5115
FDU26,OUT046,1931.2831
FDE20,OUT027,4565.181
NCW05,OUT035,1765.9083
FDB22,OUT018,2219.624
FDO56,OUT046,1925.588
FDA19,OUT027,3564.407
DRI39,OUT045,845.73627
FDH52,OUT018,709.38306
FDZ50,OUT035,3106.1687
NCN42,OUT035,2508.2844
FDB53,OUT013,2625.2617
DRG11,OUT017,1800.6213
DRK11,OUT027,4012.831
FDQ60,OUT017,2038.6261
FDT36,OUT017,531.4199
DRG25,OUT018,2667.5088
DRJ23,OUT046,2575.8965
FDG05,OUT035,2685.4658
NCK06,OUT018,1753.0834
FDU52,OUT017,2575.5552
FDW07,OUT018,1124.3923
NCM17,OUT045,705.8802
FDA22,OUT045,2757.3833
NCA41,OUT018,2930.2698
FDF38,OUT035,756.88556
FDH52,OUT046,1020.7699
FDY58,OUT019,648.9169
FDZ16,OUT045,3177.9734
NCM18,OUT017,1011.2804
FDA22,OUT018,2465.4595
NCJ43,OUT035,3021.827
FDI34,OUT027,6138.518
FDG56,OUT046,982.2444
FDS34,OUT046,1887.3807
DRC01,OUT035,924.10297
FDQ04,OUT035,702.07043
FDK04,OUT035,1018.86926
FDT51,OUT049,1800.3927
FDV26,OUT017,3251.6008
FDS04,OUT049,2302.992
FDW43,OUT018,3505.7896
FDQ28,OUT010,380.95712
NCK06,OUT017,2053.6528
FDS23,OUT018,1840.3009
FDZ36,OUT019,489.8221
FDE56,OUT018,678.55304
FDW10,OUT027,4644.6206
NCN14,OUT045,3022.6736
NCQ18,OUT045,1556.639
FDW08,OUT017,1760.4662
FDU43,OUT035,3991.1716
FDR33,OUT010,277.54718
FDM24,OUT010,379.35046
NCZ05,OUT046,1699.563
NCV41,OUT035,1940.5735
FDV11,OUT018,2601.285
NCY05,OUT035,667.245
FDV44,OUT018,2868.864
FDW32,OUT049,1321.0322
NCU18,OUT027,3764.9573
NCC43,OUT035,4257.8237
FDW19,OUT013,1708.336
FDN31,OUT035,3235.2476
FDI48,OUT045,800.8919
FDS24,OUT017,1477.8456
FDF46,OUT049,1853.0999
DRG23,OUT017,2507.7852
FDG14,OUT018,2221.9011
NCY30,OUT049,2920.4111
FDO28,OUT018,1731.3176
DRD24,OUT035,2420.7031
FDI33,OUT049,1423.021
FDN32,OUT046,3059.4194
FDR16,OUT045,3514.7078
FDF26,OUT046,2551.8455
NCN29,OUT018,517.3985
FDE20,OUT045,2790.852
FDA46,OUT046,2961.7693
FDU28,OUT045,3069.4111
FDQ48,OUT045,1623.593
FDV36,OUT013,2085.7002
FDR14,OUT018,517.964
FDP23,OUT017,3620.1292
FDP56,OUT013,718.8646
FDK48,OUT010,160.11328
FDR48,OUT046,2481.1375
NCY29,OUT049,878.6085
FDM22,OUT018,591.32874
DRJ01,OUT013,2896.751
FDZ43,OUT045,4048.9248
FDV03,OUT035,2612.2212
FDX11,OUT027,4797.0635
NCA41,OUT027,5124.9937
FDE38,OUT017,2783.9617
FDI27,OUT018,463.86325
FDN32,OUT013,3102.6665
NCN43,OUT017,2040.6947
FDB47,OUT027,5290.9688
FDV03,OUT017,2568.9072
NCN30,OUT045,1597.2933
NCV54,OUT010,310.5106
FDV07,OUT013,1729.916
FDP07,OUT049,3202.224
FDK48,OUT018,923.9538
FDM15,OUT019,393.9509
FDY19,OUT027,3138.994
FDK46,OUT046,3435.8613
FDY11,OUT045,1093.8435
FDH09,OUT046,829.62915
FDO08,OUT027,4419.6187
FDU14,OUT013,4273.9263
FDD22,OUT027,3105.0735
FDM27,OUT017,2587.0952
FDL02,OUT027,2881.7566
NCA17,OUT035,2484.9126
FDE38,OUT019,345.42258
NCG07,OUT049,3083.1472
DRC27,OUT013,3238.6367
FDA27,OUT035,4298.0713
FDW40,OUT045,2313.4043
DRI11,OUT013,1982.5187
FDN50,OUT046,1553.4718
FDR12,OUT046,2844.8713
FDT34,OUT027,2818.8489
FDW11,OUT035,1068.5922
NCO30,OUT027,4839.4937
FDZ34,OUT017,3246.884
FDU45,OUT017,1892.146
NCD42,OUT035,674.637
FDX25,OUT045,2948.4475
NCR29,OUT046,959.1482
FDX43,OUT019,397.59293
FDB04,OUT010,191.89874
FDR49,OUT027,1309.3633
FDS39,OUT018,2079.4043
FDW58,OUT045,1714.9315
FDG22,OUT019,199.84436
FDG31,OUT017,1033.6959
NCV53,OUT027,6316.6943
DRJ37,OUT035,2550.1619
FDV07,OUT035,1899.7185
FDW52,OUT018,2477.8447
FDT15,OUT045,3054.9844
FDD02,OUT018,1645.4056
FDM16,OUT035,1305.3073
NCE55,OUT046,2884.936
FDB57,OUT018,3392.1812
FDQ04,OUT013,594.85815
FDQ47,OUT019,492.679
FDY14,OUT019,619.8991
DRK37,OUT017,3151.2559
FDO25,OUT017,3471.8774
FDL57,OUT046,3715.368
NCK29,OUT018,1742.8481
FDK46,OUT027,6341.908
NCB43,OUT010,455.04803
DRE01,OUT027,5290.9336
FDC46,OUT018,2733.2002
FDQ23,OUT045,1708.0792
FDX38,OUT049,778.66943
FDG60,OUT018,3543.0496
FDW55,OUT017,4147.5664
FDP39,OUT013,725.1235
FDB20,OUT018,1003.0665
FDV21,OUT017,2049.0105
FDZ02,OUT013,1424.8318
FDP19,OUT027,3427.4048
FDA38,OUT035,4107.856
FDH22,OUT045,2044.0839
DRM11,OUT045,4315.613
FDO12,OUT027,5215.3286
FDT14,OUT049,1922.3029
FDW34,OUT010,612.6196
FDG04,OUT027,5076.097
FDW59,OUT018,1112.6158
FDR33,OUT018,1533.1345
FDP32,OUT013,2138.3962
FDL13,OUT027,6199.3604
FDD22,OUT013,1968.3282
FDV40,OUT027,1952.2112
NCD55,OUT046,670.17303
FDQ20,OUT010,79.883835
FDD28,OUT045,907.8012
FDC39,OUT045,3394.2769
NCR17,OUT049,1911.0319
DRO35,OUT018,1620.1323
FDF40,OUT049,4089.5527
FDR31,OUT018,2132.4941
NCQ41,OUT017,3247.3374
FDP38,OUT046,805.3421
NCU54,OUT027,5512.6753
FDG22,OUT018,272.34348
DRK59,OUT013,3657.974
FDC37,OUT046,1728.12
NCO42,OUT013,2322.5215
NCT42,OUT017,2535.7456
FDX27,OUT035,1600.0419
FDV40,OUT018,925.95154
FDT45,OUT027,1440.0432
FDS47,OUT019,423.02512
FDR45,OUT035,4039.0986
FDB03,OUT045,3896.3306
FDO49,OUT035,940.194
FDU60,OUT027,4427.844
FDB26,OUT018,560.68695
FDB46,OUT017,3555.5728
FDQ37,OUT019,430.04355
FDN03,OUT017,4083.0625
NCX30,OUT045,4110.1724
FDK32,OUT019,377.30338
DRM47,OUT013,3365.9744
NCO02,OUT046,1090.9489
FDP04,OUT013,944.2267
NCO43,OUT049,1640.8622
FDD59,OUT013,1324.9093
FDQ10,OUT017,2862.349
FDW45,OUT035,2514.9844
NCK30,OUT049,4191.2905
FDU31,OUT018,3311.0444
NCQ17,OUT019,383.88586
FDN01,OUT017,2913.4817
FDZ19,OUT049,2849.6746
DRG37,OUT017,2582.8354
FDE32,OUT045,547.6014
FDO34,OUT049,2722.8477
FDM04,OUT019,125.938194
FDZ25,OUT049,2794.589
FDU08,OUT049,1595.4651
NCW30,OUT045,4312.4976
NCM18,OUT013,829.2577
FDS22,OUT035,767.5411
NCH18,OUT017,4099.0024
FDC23,OUT013,3097.9207
FDY46,OUT013,3105.3591
NCU06,OUT046,3786.636
FDX57,OUT045,1600.4835
FDX36,OUT027,5923.3164
FDL16,OUT045,672.1693
FDT16,OUT010,646.08655
FDN16,OUT018,1404.2719
FDC03,OUT046,3281.0554
DRF60,OUT013,4158.706
FDS27,OUT027,5175.299
FDP33,OUT010,623.7224
FDJ36,OUT018,1376.0627
NCR42,OUT013,261.53748
FDV14,OUT017,1409.1614
NCP42,OUT035,3339.6133
FDB50,OUT027,2226.2102
NCC30,OUT027,4678.5317
FDA23,OUT018,1375.2382
FDW16,OUT017,1517.0127
FDQ52,OUT010,569.13916
FDB58,OUT049,2353.1887
NCP29,OUT049,1003.56836
NCM05,OUT045,4377.5566
FDO25,OUT013,3584.405
NCM54,OUT046,2087.6062
NCL54,OUT046,2856.5945
FDL39,OUT010,433.88104
FDF53,OUT018,2668.7625
NCQ42,OUT035,2173.8826
FDF58,OUT013,974.71246
FDZ04,OUT035,1125.3123
FDE26,OUT019,291.32898
FDS60,OUT017,2969.5076
FDV58,OUT017,3242.1138
FDM04,OUT045,826.6212
FDE08,OUT035,2468.3826
NCB43,OUT049,3013.7886
FDU11,OUT010,253.14189
FDF22,OUT019,510.5138
FDE24,OUT013,2452.957
DRJ49,OUT046,2174.862
NCQ53,OUT035,3988.582
NCL41,OUT013,340.26028
FDR22,OUT013,1746.4055
FDH04,OUT035,1622.3082
DRH15,OUT045,678.1053
FDY40,OUT049,745.5637
NCI17,OUT035,1663.5479
NCC18,OUT013,2874.8564
FDY28,OUT027,5580.6787
FDB45,OUT027,2880.1511
NCL30,OUT018,1799.0077
FDM10,OUT017,3513.6516
FDH22,OUT027,3478.7605
NCZ53,OUT017,3187.1267
NCI18,OUT013,3706.2456
FDH14,OUT027,3835.0513
FDR36,OUT027,1202.6425
FDW01,OUT045,2467.5022
FDK02,OUT027,3268.1199
FDJ02,OUT018,2144.8884
FDU55,OUT013,4450.9927
NCV18,OUT027,2237.74
FDH14,OUT018,1997.99
FDZ37,OUT045,1469.5516
FDX49,OUT049,3827.9717
NCD43,OUT046,1740.1588
FDZ07,OUT013,829.63617
FDK43,OUT035,2167.2373
FDR32,OUT018,3424.8132
FDT39,OUT013,2449.8516
NCV54,OUT017,2014.0729
FDF38,OUT018,399.72104
FDV60,OUT046,3234.9783
FDH44,OUT027,3905.7476
FDS21,OUT046,998.0571
NCL41,OUT045,585.26324
FDM46,OUT017,1528.4948
FDU27,OUT045,735.48
NCJ54,OUT017,3889.5464
DRG51,OUT018,2458.9065
NCA29,OUT019,422.38223
FDR47,OUT045,3158.5293
NCL19,OUT027,3744.7966
DRG01,OUT049,1178.3295
FDG10,OUT046,976.0605
NCV05,OUT049,2498.4128
NCH18,OUT019,602.5107
FDV14,OUT018,1111.9551
DRJ23,OUT035,3198.4075
DRJ11,OUT046,2888.5496
FDZ03,OUT017,3094.5632
FDI27,OUT010,105.02598
FDJ14,OUT018,1066.0211
FDU32,OUT017,2018.9746
FDD47,OUT027,4600.3853
DRF36,OUT035,3217.1987
FDM21,OUT046,3776.1707
FDV10,OUT018,433.26242
FDH60,OUT018,2917.0032
FDX47,OUT010,383.09665
FDT19,OUT019,513.56976
FDO11,OUT045,4167.1147
FDH24,OUT027,4266.7583
FDL02,OUT018,1452.2577
FDB02,OUT049,2884.894
FDA43,OUT046,3088.9978
FDG52,OUT045,704.08716
DRC12,OUT013,3053.3618
FDY37,OUT018,2072.841
NCU18,OUT045,2310.3865
FDU09,OUT035,1009.8399
DRJ25,OUT027,1452.7332
DRE12,OUT018,1580.0767
DRL47,OUT017,2049.8745
DRK01,OUT046,1601.9755
FDC22,OUT019,489.99863
FDG44,OUT013,844.49695
FDW04,OUT035,2245.3005
FDK09,OUT049,3708.3
NCN43,OUT035,2108.9485
FDG04,OUT049,3061.67
FDH32,OUT010,192.84258
DRI47,OUT017,2413.3008
DRE15,OUT013,1255.1757
FDY11,OUT035,1220.9269
FDO60,OUT049,650.52795
FDQ20,OUT018,388.80225
FDO57,OUT027,4321.174
FDT14,OUT019,326.03827
FDA57,OUT049,662.791
DRN35,OUT017,578.28705
FDJ03,OUT046,805.76044
FDX28,OUT017,1666.0465
DRE25,OUT045,1446.794
FDR09,OUT046,3787.0918
FDB23,OUT035,3835.454
FDO08,OUT045,2697.693
FDQ23,OUT049,1631.0771
FDW04,OUT013,2068.696
DRK13,OUT010,469.1451
NCL17,OUT027,3754.4417
FDY21,OUT035,3248.8345
FDJ38,OUT027,5055.981
FDA37,OUT019,283.00018
FDV43,OUT013,579.72363
FDL36,OUT046,1473.5819
FDD53,OUT045,612.0734
FDZ19,OUT010,420.92133
FDV21,OUT045,2010.4678
NCL54,OUT018,2578.6787
DRI47,OUT027,3953.0605
DRG03,OUT049,2503.4211
FDG21,OUT013,2601.4924
FDW03,OUT018,1482.4219
NCI55,OUT046,1993.9506
DRC36,OUT019,450.18954
FDH22,OUT017,2114.4065
FDV20,OUT045,2074.7314
NCU41,OUT027,5073.541
FDN46,OUT027,2805.2732
FDK50,OUT045,2662.4053
NCA05,OUT027,3912.0105
DRH01,OUT018,2544.0781
FDT08,OUT018,2179.2063
FDM08,OUT018,3391.049
FDZ07,OUT035,1052.0309
FDS22,OUT017,764.3866
FDV35,OUT027,4180.817
FDI28,OUT010,149.12756
FDW58,OUT027,2870.483
FDT52,OUT045,4065.7615
FDY34,OUT046,2750.8953
FDR10,OUT046,2651.2954
FDK57,OUT017,1993.5426
FDR02,OUT027,2957.3442
FDX49,OUT046,3891.0967
FDQ20,OUT046,655.0734
DRK23,OUT045,4147.503
NCW06,OUT046,3163.7786
FDR31,OUT017,2463.101
NCE43,OUT013,2801.0713
DRO59,OUT027,2169.1343
FDN09,OUT049,4010.7097
FDR11,OUT046,2636.7334
FDO57,OUT013,2782.5256
NCX18,OUT017,3292.9883
FDB05,OUT018,3507.185
FDQ08,OUT018,711.117
NCG43,OUT035,1592.6189
FDJ56,OUT013,1762.5385
FDA13,OUT010,28.769588
FDO56,OUT017,1951.49
FDB37,OUT018,3631.6
FDZ02,OUT018,1338.7389
FDQ24,OUT046,4052.261
FDM16,OUT013,1108.4918
FDU35,OUT049,1588.9672
FDT35,OUT035,2848.052
NCX30,OUT049,4068.2434
FDG04,OUT017,3120.6628
FDI12,OUT035,1485.4247
FDE35,OUT035,1079.3976
NCP14,OUT027,2801.9558
NCY53,OUT045,1771.8081
FDP49,OUT017,920.7909
FDQ04,OUT017,692.0984
FDM39,OUT035,3041.4402
FDO58,OUT019,403.025
FDC56,OUT017,1955.1455
NCQ54,OUT046,2769.696
FDV10,OUT027,1146.737
NCK17,OUT046,653.2691
NCF55,OUT027,986.7147
FDV33,OUT013,4399.0874
NCH29,OUT019,240.38416
FDA37,OUT027,3425.9272
FDH46,OUT018,1420.9662
FDS25,OUT035,1886.566
FDH04,OUT027,2455.8718
FDX52,OUT046,3184.5417
NCD42,OUT017,616.39246
FDW47,OUT017,2015.9362
FDL25,OUT027,2531.4055
NCJ06,OUT010,300.6245
FDY09,OUT013,2864.9297
FDS40,OUT046,568.4154
FDH41,OUT017,3568.8176
FDG38,OUT035,1478.2448
FDU03,OUT027,4779.0503
FDV20,OUT046,2094.237
DRB13,OUT045,3172.362
NCQ30,OUT013,1847.8226
NCH06,OUT013,4153.0557
FDU50,OUT018,1596.4717
NCO42,OUT019,367.4564
FDW09,OUT018,1051.6652
FDH04,OUT013,1423.5922
FDC21,OUT045,1748.7395
FDL21,OUT049,624.9802
FDM46,OUT010,231.81096
FDT22,OUT019,161.65024
FDB28,OUT035,3346.0247
FDI12,OUT018,1163.2124
FDA28,OUT045,2050.127
FDF59,OUT013,2195.8474
FDM45,OUT027,3278.1777
FDQ56,OUT017,1368.1208
FDR46,OUT049,2322.9277
FDT01,OUT013,3657.3967
FDD16,OUT027,2107.3787
NCU30,OUT010,410.82306
FDM40,OUT010,312.65543
FDI56,OUT035,1590.5868
NCS30,OUT013,2017.2097
FDU08,OUT017,1652.7551
FDX51,OUT027,5137.6616
FDA43,OUT045,3218.2148
FDX59,OUT010,103.74563
FDC37,OUT018,1446.8116
FDP58,OUT013,3815.0842
NCY42,OUT035,2463.5923
FDF21,OUT018,2864.0596
FDU10,OUT027,1035.1587
DRL47,OUT018,1742.6414
FDA58,OUT018,2900.9153
FDJ22,OUT049,3125.5947
FDK50,OUT046,2656.8357
FDO38,OUT035,1323.5254
DRF60,OUT035,4045.233
NCZ42,OUT019,592.7902
FDD35,OUT049,1917.5558
FDL25,OUT045,1488.3232
FDJ16,OUT013,916.42285
DRK59,OUT049,3836.7456
FDI50,OUT046,3848.6184
NCB19,OUT045,1409.2135
DRI37,OUT035,1007.082
FDA14,OUT027,4042.1711
FDC08,OUT018,3458.4353
FDS45,OUT046,1758.3413
FDI21,OUT049,1015.74915
DRJ47,OUT035,2930.9104
DRE37,OUT027,4682.7427
FDT55,OUT018,2342.2761
NCG42,OUT027,3417.6262
FDA31,OUT049,2765.3843
NCW42,OUT046,3659.2036
FDF50,OUT017,3231.9841
FDK56,OUT049,3016.8381
FDX10,OUT035,672.99194
NCK07,OUT027,4309.1685
FDZ49,OUT017,3686.2102
FDR33,OUT013,1741.2683
FDO44,OUT018,1525.2983
FDA20,OUT046,3078.1763
NCL30,OUT045,2074.2014
FDI05,OUT019,191.02469
FDQ12,OUT018,3295.8196
FDH47,OUT017,1592.1377
FDH34,OUT018,2761.2168
FDF29,OUT046,2170.9668
FDG40,OUT018,251.84395
NCE18,OUT017,4172.3145
FDP21,OUT010,506.6234
FDY50,OUT013,1377.3651
FDB36,OUT049,2102.7156
NCZ29,OUT049,2045.4844
FDU20,OUT018,1682.8364
FDO56,OUT013,1891.2279
FDW31,OUT049,3252.9722
DRH59,OUT013,1269.4999
NCB30,OUT017,3295.0347
FDK43,OUT027,3464.388
FDW43,OUT045,3784.3025
NCL19,OUT017,2358.4226
FDJ27,OUT046,1612.012
FDC45,OUT046,2780.414
FDY40,OUT035,898.5317
NCM41,OUT035,1581.8555
NCK18,OUT019,412.24036
FDP37,OUT049,2043.9208
FDA27,OUT027,6446.367
NCX30,OUT035,4185.48
FDR09,OUT017,4255.278
FDG08,OUT027,4639.082
NCU30,OUT013,2642.714
FDB16,OUT017,1454.2211
FDM16,OUT017,1245.3463
FDC48,OUT013,1330.5778
NCF18,OUT046,3112.6018
FDU46,OUT018,1214.5621
FDH41,OUT018,3258.2708
NCN42,OUT010,364.19925
FDU49,OUT046,1441.4602
FDB20,OUT027,2200.1426
FDG50,OUT019,166.87076
FDW20,OUT045,1973.9617
NCO55,OUT049,1743.045
FDX48,OUT046,2557.466
FDU48,OUT046,2162.594
FDR48,OUT019,350.93652
FDK27,OUT013,2027.5657
FDT35,OUT013,2748.8572
FDN12,OUT049,1736.5736
NCE31,OUT019,425.25827
FDL21,OUT017,697.33215
FDV56,OUT017,1793.3544
FDR16,OUT017,3585.073
NCP41,OUT049,1755.4496
FDJ27,OUT013,1698.0541
FDA07,OUT017,2059.7788
FDK55,OUT049,1402.7897
FDM33,OUT049,3590.5183
FDY46,OUT046,3079.318
FDD36,OUT046,1931.3998
FDB12,OUT027,2798.9172
FDF28,OUT019,299.12512
NCE07,OUT019,358.49338
FDW50,OUT027,4393.479
NCW18,OUT017,3939.2375
NCJ17,OUT019,212.07253
DRZ24,OUT010,284.52994
FDS07,OUT035,1957.5443
NCW05,OUT010,268.51443
FDZ22,OUT018,1092.8169
FDK02,OUT046,1921.1625
FDZ45,OUT027,5192.0586
FDL25,OUT046,1479.493
FDS08,OUT045,2895.0989
NCZ42,OUT027,6184.28
FDX57,OUT035,1677.4781
FDF21,OUT046,3145.408
FDJ56,OUT018,1282.7599
FDX10,OUT013,422.79044
DRG48,OUT035,2492.4634
DRN37,OUT046,2742.1177
NCY41,OUT018,257.80847
FDN28,OUT045,1711.6825
FDE34,OUT045,2961.0786
FDR10,OUT045,2686.9407
FDC32,OUT017,1494.036
DRG13,OUT046,2386.668
FDP59,OUT049,1664.3562
NCT53,OUT010,416.4742
FDL57,OUT027,6588.373
FDN32,OUT010,419.4862
FDK09,OUT018,3149.5027
FDA52,OUT010,415.27655
FDC57,OUT049,3138.5593
FDI09,OUT035,4006.0493
NCB07,OUT046,3247.0496
FDP26,OUT035,1741.1447
FDP40,OUT027,3006.9006
FDL15,OUT013,2570.3591
FDV07,OUT046,1824.141
FDS03,OUT017,1077.5797
FDE50,OUT049,3030.8596
FDQ15,OUT017,1270.1132
FDQ33,OUT010,373.99612
FDT22,OUT013,872.7106
DRO35,OUT035,1994.0107
